# Identification List of Lines in Stellar Spectra (2951 A - 1.32 um)
 3455.281   CrI         51                10.     
 3455.602   CrI   *  *  51                35.     
 3455.755   TiI         46                 1.     
 3456.00    FeII  P  P  4        
 3456.390   TiII        99                20.     
 3456.661   TiI         134                6.     
 3456.68    NeII        28                 4.      
 3456.924   CoI         5                  9.     
 3456.928   FeII        76                 5.     
 3457.047   GdII                         300.     
 3457.088   Y II        77                 4.      
 3457.090   FeI         374,835            3.      
 3457.153   V II        147              300.     
 3457.16    NeII  P  P  51                 4.      
 3457.298   TiI         46                 2.     
 3457.3     [FeVII]  F  3        
 3457.494   TiI         46                 4.     
 3457.512   FeI         187                1.      
 3457.56    ZrII        20                12.     
 3457.62    CrII        135               30.     
 3457.809   MnII        9                  0.      
 3457.99    O II        81                 1.      
 3458.020   TiI         46                 3.     
 3458.028   CoI         101                3.     
 3458.090   CrI         253               10.     
 3458.13    FeII  P  P  10        
 3458.18    FeIII       100                        
 3458.230   AlI         2                  8.     
 3458.304   FeI         139                4.     
 3458.474   NiI         19               125.            
 3458.73    [FeI  ]  F  10        
 3458.91    FeIII       27                 2.     
 3458.93    ZrII        58                10.     
 3459.03    [TiII ]  F  125                        
 3459.07    O II        81                 0.      
 3459.29    CrII        136               25.     
 3459.29    FeI   P  P  576                        
 3459.374   CeIII       3                200.     
 3459.38    NeII        51                 2.     
 3459.429   FeI         297                2.      
 3459.431   TiI                            3.     
 3459.52    O III       25                 0.     
 3459.61    FeI   P  P  577                        
 3459.911   FeI         501                4.     
 3459.95    FeI   P  P  133                        
 3459.95    ZrII        90                 3.     
 3459.98    O III       25                 2.     
 3460.03    CrII        60                 1.     
 3460.039   MnII        1                  8.     
 3460.20    [FeII ]  F  25        
 3460.31    LaII        119                5.      
 3460.312   MnII        3                 75.     
 3460.430   CrI         141               25.     
 3460.47    ReI         2               1000.     
 3460.719   CoI         35                 4.     
 3460.76    PdI         2                300.      
 3460.776   GdII        73                30.     
 3461.0     Y II        40                20.      
 3461.173   CoI         162               15.     
 3461.28    CrII        148                3.     
 3461.34    N IV        7                  0.     
 3461.38    EuII        13                80.     
 3461.42    [FeII ]  F  27        
 3461.496   TiII        6                 20.     
 3461.580   V II        6                  5.     
 3461.652   NiI         17               125.            
 3461.952   GdII        23               300.     
 3462.040   RhI         3                 30.     
 3462.198   TmII                         300.     
 3462.353   FeI         79                 2.     
 3462.494   NaII        4                  3.     
 3462.65    HfII        6                 15.     
 3462.73    CrII        2                  6.     
 3462.748   MnI         41                 1.      
 3462.804   CoI         23                60.      
