   4693.144      2.0E-02  Si II      E1                   3s2.(1S).5s-3s2.(1S).7p                           2S-2Po         1/2-3/2  1.37E+06 9.05E-03 2.80E-01  -1.7423     3     97972.09 -   119273.81 001
   4699.451      2.0E-02  Si II      E1                   3s2.(1S).5s-3s2.(1S).7p                           2S-2Po         1/2-1/2  1.36E+06 4.52E-03 1.40E-01  -2.0439     3     97972.09 -   119245.22 001
   4708.63       1.4E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Po         3/2-5/2  1.88E+05 9.36E-04 5.80E-02  -2.4268     3    131861.93 -   153093.60 001
   4716.50       1.4E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Po         5/2-3/2  5.88E+06 1.31E-02 1.22E+00  -1.1053     3    131988.05 -   153184.30 001
   4736.77       1.4E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Po         5/2-5/2  1.66E+06 5.58E-03 5.22E-01  -1.4751     3    131988.05 -   153093.60 001
   4774.29       1.4E-01  Si II      E1                   3s2.(1S).4f-3s2.(1S).8d                          2Fo-2D          7/2-*    2.40E+05 1.03E-03 1.29E-01  -2.0851     3    103556.03 -   124495.70 001
   4774.32       1.4E-01  Si II      E1                   3s2.(1S).4f-3s2.(1S).8d                          2Fo-2D          5/2-*    1.80E+05 1.03E-03 9.69E-02  -2.2100     3    103556.16 -   124495.70 001
   4776.19       1.4E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Po         7/2-5/2  7.19E+06 1.84E-02 2.32E+00  -0.8309     3    132162.29 -   153093.60 001
   4842.04       2.1E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Do         1/2-3/2  1.06E+07 7.49E-02 2.39E+00  -0.8244     3    131784.90 -   152431.60 001
   4844.79       1.5E-01  Si II      E1                   3s2.(1S).5p-3s2.(1S).8d                          2Po-2D          1/2-*    1.24E+06 2.18E-02 6.97E-01  -1.3599     3    103860.74 -   124495.70 001
   4845.21       2.1E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Do         1/2-1/2  2.13E+07 7.49E-02 2.39E+00  -0.8247     3    131784.90 -   152418.10 001
   4850.55       1.5E-01  Si II      E1                   3s2.(1S).5p-3s2.(1S).8d                          2Po-2D          3/2-*    2.47E+06 2.18E-02 1.39E+00  -1.0594     3    103885.25 -   124495.70 001
   4853.28       1.5E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Do         3/2-5/2  9.87E+06 5.23E-02 3.34E+00  -0.6793     3    131861.93 -   152460.80 001
   4860.17       1.5E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Do         3/2-3/2  1.68E+07 5.97E-02 3.82E+00  -0.6219     3    131861.93 -   152431.60 001
   4860.767      2.1E-02  Si II      E1                   3s2.(1S).4d-3s.3p.(3Po).4s                        2D-2Po         3/2-3/2  6.77E+05 2.40E-03 1.54E-01  -2.0177     3    101023.05 -   121590.19 001
   4861.074      2.1E-02  Si II      E1                   3s2.(1S).4d-3s.3p.(3Po).4s                        2D-2Po         5/2-3/2  6.09E+06 1.44E-02 1.38E+00  -1.0635     3    101024.35 -   121590.19 001
   4863.36       1.5E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Do         3/2-1/2  2.10E+07 3.73E-02 2.39E+00  -0.8263     3    131861.93 -   152418.10 001
